Month,Day,Hour,Dry Bulb Temperature,Dew Point Temperature,Relative Humidity
5,4,17,17,2,36
5,4,18,16,4,45
5,4,19,16,4,45
5,4,20,14,5,55
5,4,21,14,2,44
5,4,22,12,3,54
5,4,23,12,3,54
5,4,24,12,3,54
5,5,1,12,4,58
5,5,2,12,4,58
5,5,3,12,6,67
5,5,4,12,6,67
5,5,5,11,8,82
5,5,6,10,9,93
5,5,7,10,10,100
5,5,8,10,10,100
5,5,9,11,10,94
5,5,10,11,10,94
5,5,11,11,11,100
5,5,12,11,11,100
5,5,13,12,11,94
5,5,14,12,11,94
5,5,15,17,16,94
5,5,16,20,15.8,77
5,5,17,21,16,73
5,5,18,19,16,83
5,5,19,19,16,83
5,5,20,18,14,77
5,5,21,14,12,88
5,5,22,14,11,82
5,5,23,14,11,82
5,5,24,13,11,88
5,6,1,11,10,94
5,6,2,10,9,93
5,6,3,12,9,82
5,6,4,12,9,82
5,6,5,11,11,100
5,6,6,12,11,94
5,6,7,13,10,82
5,6,8,14,9,72
5,6,9,14,10,77
5,6,10,16,10,68
5,6,11,16,10,68
5,6,12,17,10,63
5,6,13,18,11,64
5,6,14,19,11,60
5,6,15,19,11,60
5,6,16,20,10,53
5,6,17,21,9,46
5,6,18,20,9,49
5,6,19,18,8,52
5,6,20,16,9,63
5,6,21,14,8,67
5,6,22,12,8,76
5,6,23,11,8,82
5,6,24,10,7,82
5,7,1,10,7,82
5,7,2,9,7,87
5,7,3,9,7,87
5,7,4,8,7,93
5,7,5,8,8,100
5,7,6,9,8,93
5,7,7,9,8,93
5,7,8,9,8,93
5,7,9,9,8,93
5,7,10,9,8,93
5,7,11,10,8,87
5,7,12,10,8,87
5,7,13,10.6,8.1,85
5,7,14,11,8,82
5,7,15,11,9,87
5,7,16,11,9,87
5,7,17,11,9,87
5,7,18,12,9,82
5,7,19,12,9,82
5,7,20,11,9,87
5,7,21,10,8,87
5,7,22,10,9,93
5,7,23,9,8,93
5,7,24,9,8,93
5,8,1,9,8,93
5,8,2,8,8,100
5,8,3,8,8,100
5,8,4,9,8,93
5,8,5,9,8,93
5,8,6,9,8,93
5,8,7,10,9,93
5,8,8,10,9,93
5,8,9,10,9,93
5,8,10,11,9,87
5,8,11,12,10,88
5,8,12,13,9,77
5,8,13,14,9,72
5,8,14,15,9,67
5,8,15,16,9,63
5,8,16,16,9,63
5,8,17,16,9,63
5,8,18,17,8,55
5,8,19,16,8,59
5,8,20,14,9,72
5,8,21,13,9,77
5,8,22,12,6,67
5,8,23,11,2,54
5,8,24,10,1,54
5,9,1,10,1,54
5,9,2,11,1,50
5,9,3,11,0,47
5,9,4,11,1,50
5,9,5,10,3,62
5,9,6,8,6,87
5,9,7,8,6,87
5,9,8,8,6,87
5,9,9,9,7,87
5,9,10,12,8,76
5,9,11,13,9,77
5,9,12,16,11,72
5,9,13,17,11,68
5,9,14,18,12,68
5,9,15,19,12,64
5,9,16,19,13,68
5,9,17,19,13,68
5,9,18,18,13,73
5,9,19,17,13,77
5,9,20,17,12,72
5,9,21,16,11,72
5,9,22,14,9,72
5,9,23,14,7,63
5,9,24,14,7,63
5,10,1,14,8,67
5,10,2,13.7,9.3,75
5,10,3,13.5,10.7,83
5,10,4,13.2,12,92
5,10,5,13,13,100
5,10,6,15,14,94
5,10,7,13,13,100
5,10,8,15.6,14.4,93
5,10,9,17.8,15.5,86
5,10,10,20.1,16.7,81
5,10,11,22,18,78
5,10,12,22,17,73
5,10,13,23,18,73
5,10,14,23,18,73
5,10,15,24,18,69
5,10,16,24,17,65
5,10,17,21,19,88
5,10,18,22,18,78
5,10,19,21,17,78
5,10,20,20,17,83
5,10,21,20,18,88
5,10,22,20,18,88
5,10,23,19,17,88
5,10,24,19,17,88
5,11,1,18,17,94
5,11,2,18,18,100
5,11,3,18,18,100
5,11,4,18,17,94
5,11,5,19,18,94
5,11,6,19,18,94
5,11,7,19,12,64
5,11,8,19,16,83
5,11,9,17,6,48
5,11,10,16,5,48
5,11,11,15,3,44
5,11,12,14,3,47
5,11,13,14,3,47
5,11,14,14,4,51
5,11,15,12,6,67
5,11,16,12,6,67
5,11,17,11,8,82
5,11,18,11,9,87
5,11,19,9,8,93
5,11,20,9,7,87
5,11,21,9,7,87
5,11,22,9,7,87
5,11,23,9,6,81
5,11,24,8,4,76
5,12,1,8,4,76
5,12,2,7,2,70
5,12,3,7,2,70
5,12,4,7,2,70
5,12,5,7,4,81
5,12,6,6,5,93
5,12,7,7,5,87
5,12,8,7,5,87
5,12,9,7,6,93
5,12,10,8,6,87
5,12,11,8,6,87
5,12,12,8,6,87
5,12,13,8,6,87
5,12,14,8,5,81
5,12,15,8,4,76
5,12,16,8,4,76
5,12,17,8,4,76
5,12,18,8,4,76
5,12,19,8,5,81
5,12,20,8,6,87
5,12,21,7,6,93
5,12,22,7,6,93
5,12,23,7,6,93
5,12,24,7,6,93
5,13,1,7,4,81
5,13,2,7,4,81
5,13,3,7,3,76
5,13,4,7,2,70
5,13,5,7,2,70
5,13,6,7,0,61
5,13,7,8,-1,52
5,13,8,10,1,54
5,13,9,12,2,50
5,13,10,13,2,47
5,13,11,14,2,44
5,13,12,16,2,39
5,13,13,17,1,34
5,13,14,18,1,32
5,13,15,18,-1,27
5,13,16,19,-1,26
5,13,17,19,-1,26
5,13,18,18,-3,23
5,13,19,18,-4,21
5,13,20,16,-2,28
5,13,21,14,-3,30
5,13,22,10,4,66
5,13,23,9,3,66
5,13,24,7,3,76
5,14,1,7,4,81
5,14,2,6,4,87
5,14,3,7,4,81
5,14,4,6,4,87
5,14,5,6,4,87
5,14,6,6,4,87
5,14,7,9,4,71
5,14,8,13,3,51
5,14,9,15,2,41
5,14,10,17,-1,29
5,14,11,18,-3,23
5,14,12,19,-1,26
5,14,13,19,-2,24
5,14,14,20,1,28
5,14,15,21,0,25
5,14,16,21,-1,23
5,14,17,20,0,26
5,14,18,20,1,28
5,14,19,19,2,32
5,14,20,18,1,32
5,14,21,16,-1,31
5,14,22,14,2,44
5,14,23,12,3,54
5,14,24,12,3,54
5,15,1,12,3,54
5,15,2,12,3,54
5,15,3,12,4,58
5,15,4,12,4,58
5,15,5,11,4,62
5,15,6,9.9,5.4,74
5,15,7,10,7,82
5,15,8,10,7,82
5,15,9,10,7,82
5,15,10,10,8,87
5,15,11,10,8,87
5,15,12,11,9,87
5,15,13,11,9,87
5,15,14,11,9,87
5,15,15,12,9,82
5,15,16,12,9,82
5,15,17,12,9,82
5,15,18,13,9,77
5,15,19,13,9,77
5,15,20,13,10,82
5,15,21,12,10,88
5,15,22,12,10,88
5,15,23,12,10,88
5,15,24,13,11,88
5,16,1,13,11,88
5,16,2,12,12,100
5,16,3,12,12,100
5,16,4,12,12,100
5,16,5,12,12,100
5,16,6,12,11,94
5,16,7,12,11,94
5,16,8,12,11,94
5,16,9,13,12,94
5,16,10,13,12,94
5,16,11,13.6,12.6,94
5,16,12,14,13,94
5,16,13,15,13,88
5,16,14,14,12,88
5,16,15,14,12,88
5,16,16,14,12,88
5,16,17,14,12,88
5,16,18,15,12,82
5,16,19,14,12,88
5,16,20,14,11,82
5,16,21,13,12,94
5,16,22,13,11,88
5,16,23,13,12,94
5,16,24,13,12,94
5,17,1,12,12,100
5,17,2,12,11,94
5,17,3,12,11,94
5,17,4,12,11,94
5,17,5,11,9,87
5,17,6,11,10,94
5,17,7,11,10,94
5,17,8,13,12,94
5,17,9,14,12,88
5,17,10,15,13,88
5,17,11,15,13,88
5,17,12,18,11,64
5,17,13,18,11,64
5,17,14,19,12,64
5,17,15,19.2,11.6,61
5,17,16,19,11,60
5,17,17,19,12,64
5,17,18,18,12,68
5,17,19,17,11,68
5,17,20,16,11,72
5,17,21,14,11,82
5,17,22,13,11,88
5,17,23,12,10,88
5,17,24,12,10,88
5,18,1,11,10,94
5,18,2,11,10,94
5,18,3,10,9,93
5,18,4,9,9,100
5,18,5,9,9,100
5,18,6,9,9,100
5,18,7,11,9,87
5,18,8,13,10,82
5,18,9,14,10,77
5,18,10,14,10,77
5,18,11,14,10,77
5,18,12,16,11,72
5,18,13,17,11,68
5,18,14,17,11,68
5,18,15,17.6,11,65
5,18,16,17.8,10.8,64
5,18,17,18,11,64
5,18,18,17,12,72
5,18,19,17,12,72
5,18,20,16,11,72
5,18,21,16,11,72
5,18,22,16,11,72
5,18,23,15,11,77
5,18,24,14,11,82
5,19,1,13,11,88
5,19,2,13,11,88
5,19,3,12,11,94
5,19,4,12,11,94
5,19,5,13,11,88
5,19,6,12,11,94
5,19,7,12,11,94
5,19,8,14,11,82
5,19,9,15,11,77
5,19,10,17,11,68
5,19,11,18,12,68
5,19,12,18,12,68
5,19,13,19,12,64
5,19,14,21,12,56
5,19,15,22,13,57
5,19,16,22,13,57
5,19,17,22,13,57
5,19,18,22,13,57
5,19,19,21,13,60
5,19,20,20,12,60
5,19,21,19,10,56
5,19,22,18,9,56
5,19,23,18,9,56
5,19,24,17,10,63
5,20,1,17,11,68
5,20,2,18,13,73
5,20,3,18,14,77
5,20,4,18,15,83
5,20,5,19,17,88
5,20,6,18,17,94
5,20,7,18,17,94
5,20,8,18,17,94
5,20,9,19,18,94
5,20,10,19,18,94
5,20,11,21,18,83
5,20,12,19.6,16.3,81
5,20,13,17.9,14.8,82
5,20,14,16,13,82
5,20,15,15,10,72
5,20,16,15,14,94
5,20,17,14,9,72
5,20,18,13,7,67
5,20,19,14,6,59
5,20,20,12,3,54
5,20,21,12,2,50
5,20,22,11,2,54
5,20,23,9,2,61
5,20,24,8,2,66
5,21,1,8,3,71
5,21,2,7,3,76
5,21,3,6,3,81
5,21,4,6,3,81
5,21,5,5,3,87
5,21,6,5,3,87
5,21,7,7,1,66
5,21,8,8,1,61
5,21,9,8,1,61
5,21,10,11,1,50
5,21,11,11,1,50
5,21,12,12,0,44
5,21,13,13,0,41
5,21,14,13,-1,38
5,21,15,13,-3,32
5,21,16,14,-4,27
5,21,17,14,2,44
5,21,18,13,-2,35
5,21,19,12,-1,40
5,21,20,11,-1,43
5,21,21,9,-1,49
5,21,22,7,-1,56
5,21,23,7,-1,56
5,21,24,5,-1,64
5,22,1,4,-1,69
5,22,2,4,0,75
5,22,3,4,1,81
5,22,4,3,1,87
5,22,5,3,1,87
5,22,6,4,2,87
5,22,7,8,2,66
5,22,8,11,1,50
5,22,9,13,-1,38
5,22,10,14,-1,35
5,22,11,14,-1,35
5,22,12,16,-1,31
5,22,13,16,0,34
5,22,14,17,1,34
5,22,15,18,1,32
5,22,16,18,3,37
5,22,17,17,3,39
5,22,18,17,3,39
5,22,19,16,4,45
5,22,20,14,1,41
5,22,21,12,1,47
5,22,22,11,1,50
5,22,23,10,1,54
5,22,24,8,1,61
5,23,1,8,1,61
5,23,2,7,1,66
5,23,3,6,1,70
5,23,4,6,1,70
5,23,5,6,2,75
5,23,6,7,2,70
5,23,7,9,2,61
5,23,8,11,3,58
5,23,9,13,3,51
5,23,10,14,3,47
5,23,11,15,4,48
5,23,12,16,5,48
5,23,13,15,6,55
5,23,14,15,7,59
5,23,15,14,7,63
5,23,16,14,9,72
5,23,17,14,8,67
5,23,18,12,9,82
5,23,19,11,10,94
5,23,20,9,7,87
5,23,21,8,8,100
5,23,22,9,7,87
5,23,23,8,7,93
5,23,24,8,7,93
5,24,1,8,7,93
5,24,2,8,7,93
5,24,3,8,7,93
5,24,4,7,7,100
5,24,5,7,7,100
5,24,6,8,7,93
5,24,7,8,7,93
5,24,8,9,7,87
5,24,9,8,7,93
5,24,10,9,8,93
5,24,11,9.2,8,92
5,24,12,9.3,7.9,91
5,24,13,9,8,93
5,24,14,11,9,87
5,24,15,12,8,76
5,24,16,13,8,72
5,24,17,14,8,67
5,24,18,14,8,67
5,24,19,13,8,72
5,24,20,12,7,71
5,24,21,9,8,93
5,24,22,9,7,87
5,24,23,8,7,93
5,24,24,8,8,100
5,25,1,6,6,100
5,25,2,7,7,100
5,25,3,7,7,100
5,25,4,6,6,100
5,25,5,5.2,5.1,99
5,25,6,5,4.8,99
5,25,7,5.9,4.7,92
5,25,8,7.1,4.5,84
5,25,9,8,4,76
5,25,10,10,8,87
5,25,11,13,7,67
5,25,12,15,8,63
5,25,13,16,6,51
5,25,14,17,6,48
5,25,15,18,6,45
5,25,16,17,6,48
5,25,17,17,6,48
5,25,18,17,6,48
5,25,19,17,6,48
5,25,20,17,8,55
5,25,21,14,8,67
5,25,22,13,9,77
5,25,23,12,9,82
5,25,24,11,9,87
5,26,1,11,10,94
5,26,2,10,9,93
5,26,3,12,11,94
5,26,4,12,11,94
5,26,5,12,11,94
5,26,6,12,11,94
5,26,7,12,11,94
5,26,8,13,11,88
5,26,9,15,11,77
5,26,10,16,11,72
5,26,11,16,11,72
5,26,12,17,11,68
5,26,13,16,11,72
5,26,14,14,13,94
5,26,15,16,11,72
5,26,16,17,11,68
5,26,17,17,8,55
5,26,18,17,9,59
5,26,19,17,8,55
5,26,20,15,9,67
5,26,21,13,9,77
5,26,22,12,9,82
5,26,23,11,9,87
5,26,24,9,8,93
5,27,1,9,9,100
5,27,2,9,8,93
5,27,3,9,8,93
5,27,4,8,8,100
5,27,5,9,8,93
5,27,6,10,8,87
5,27,7,11,8,82
5,27,8,13,8,72
5,27,9,14,8,67
5,27,10,16,9,63
5,27,11,18,9,56
5,27,12,19,9,52
5,27,13,19,9,52
5,27,14,17,13,77
5,27,15,18,11,64
5,27,16,17,12,72
5,27,17,18,12,68
5,27,18,17,11,68
5,27,19,16,11,72
5,27,20,14.9,10.9,77
5,27,21,13.5,10.6,83
5,27,22,12.5,10.4,87
5,27,23,11.6,9.9,89
5,27,24,11,10,94
5,28,1,10,10,100
5,28,2,9,9,100
5,28,3,9,9,100
5,28,4,9,9,100
5,28,5,7,7,100
5,28,6,8.1,7.9,99
5,28,7,10.4,9,91
5,28,8,13,10,82
5,28,9,16,9,63
5,28,10,16,10,68
5,28,11,18,10,59
5,28,12,19,10,56
5,28,13,21,12,56
5,28,14,22,12,53
5,28,15,22,11,50
5,28,16,22,11,50
5,28,17,22,10,46
5,28,18,22,10,46
5,28,19,21,11,53
5,28,20,20,12,60
5,28,21,18,13,73
5,28,22,17,12,72
5,28,23,16,12,77
5,28,24,15,13,88
5,29,1,13,12,94
5,29,2,14,13,94
5,29,3,14,12,88
5,29,4,14,12,88
5,29,5,14,12,88
5,29,6,14,12,88
5,29,7,15,12,82
5,29,8,17,12,72
5,29,9,18,12,68
5,29,10,21,13,60
5,29,11,22,11,50
5,29,12,22,12,53
5,29,13,23,12,50
5,29,14,23,12,50
5,29,15,24,11,44
5,29,16,23,11,47
5,29,17,20,14,68
5,29,18,16,14,88
5,29,19,16,14,88
5,29,20,16,14,88
5,29,21,16,14,88
5,29,22,14,14,100
5,29,23,14,14,100
5,29,24,13,13,100
5,30,1,12,12,100
5,30,2,11.7,11.7,100
5,30,3,11.5,11.5,100
5,30,4,11.4,11.2,99
5,30,5,11.2,10.7,97
5,30,6,11.5,10.7,95
5,30,7,13,11,88
5,30,8,14,13,94
5,30,9,17,15,88
5,30,10,18,12,68
5,30,11,19,12,64
5,30,12,20,12,60
5,30,13,20,11,56
5,30,14,21,11,53
5,30,15,21,10,49
5,30,16,20,9,49
5,30,17,20,9,49
5,30,18,19,9,52
5,30,19,19,10,56
5,30,20,16,13,82
5,30,21,15.3,13.5,89
5,30,22,15,14,94
5,30,23,14,13,94
5,30,24,13,12,94
5,31,1,12,12,100
5,31,2,12,12,100
5,31,3,12,11,94
5,31,4,12,12,100
5,31,5,11,11,100
5,31,6,11,11,100
5,31,7,11,11,100
5,31,8,11,11,100
5,31,9,12,11,94
5,31,10,12,11,94
5,31,11,12,10,88
5,31,12,10,9,93
5,31,13,9,8,93
5,31,14,8,7,93
5,31,15,8,6,87
5,31,16,8,6,87
5,31,17,8,6,87
5,31,18,9,6,81
5,31,19,9,5,76
5,31,20,8,3,71
5,31,21,7,1,66
5,31,22,7.4,1.9,66
5,31,23,7.8,2.7,70
5,31,24,8.2,3.6,75
6,1,1,8.5,4.4,72
6,1,2,8.9,5.3,76
6,1,3,9.3,6.1,80
6,1,4,9.7,7,83
6,1,5,9.4,7.2,86
6,1,6,9.4,7.7,89
6,1,7,13.8,8.3,69
6,1,8,17.7,8.3,54
6,1,9,20.5,7.7,44
6,1,10,22.7,7.7,38
6,1,11,23.8,8.8,38
6,1,12,24.4,9.4,39
6,1,13,25.1,10.3,39
6,1,14,25.5,11.1,40
6,1,15,26.6,12.2,41
6,1,16,26.6,12.2,41
6,1,17,26.6,12.2,41
6,1,18,26.1,12.2,42
6,1,19,24.4,12.2,46
6,1,20,23.8,11.6,46
6,1,21,22.7,11.1,48
6,1,22,21.6,10.5,49
6,1,23,20.5,10.5,53
6,1,24,19.9,11.6,59
6,2,1,18.9,12.1,65
6,2,2,18.2,12.9,71
6,2,3,17.5,13.9,79
6,2,4,17,14.8,87
6,2,5,16.1,15.5,96
6,2,6,16.6,15.5,93
6,2,7,16.6,16.1,97
6,2,8,16.6,16.6,100
6,2,9,17.2,16.6,96
6,2,10,17.2,16.6,96
6,2,11,17.7,16.6,93
6,2,12,18.3,17.2,93
6,2,13,19.4,17.2,87
6,2,14,22.7,17.7,73
6,2,15,22.7,15,62
6,2,16,24.4,14.4,54
6,2,17,23.8,13.3,52
6,2,18,23.8,13.8,54
6,2,19,22.7,13.3,55
6,2,20,21.1,13.6,62
6,2,21,19.4,13.8,70
6,2,22,17.2,13.3,78
6,2,23,17.7,13.3,75
6,2,24,17.7,14,79
6,3,1,17.4,14.2,81
6,3,2,17.3,14.6,84
6,3,3,17.3,15.3,88
6,3,4,17.5,15.8,90
6,3,5,17.2,16.1,93
6,3,6,16.6,16.1,97
6,3,7,17.2,16.1,93
6,3,8,18.8,16.1,84
6,3,9,19.4,16.1,81
6,3,10,20,15.5,75
6,3,11,22.2,15,64
6,3,12,21.6,14.4,64
6,3,13,24.4,13.8,52
6,3,14,24.4,13.3,50
6,3,15,21.6,12.7,57
6,3,16,20.5,15.5,73
6,3,17,21.1,13.8,63
6,3,18,20,14.4,70
6,3,19,18.8,14.4,76
6,3,20,17.2,16.1,93
6,3,21,16.6,16.1,97
6,3,22,15.5,15.5,100
6,3,23,15,15,100
6,3,24,15.6,14.7,94
6,4,1,15.9,13.8,87
6,4,2,16.5,13.2,81
6,4,3,17.2,12.8,75
6,4,4,18,12.3,69
6,4,5,18.3,11.6,65
6,4,6,17.8,11.9,68
6,4,7,18.5,12,66
6,4,8,18.8,12,65
6,4,9,19.6,12,61
6,4,10,19.7,12.3,62
6,4,11,20.1,12.4,61
6,4,12,19.3,12.1,63
6,4,13,19.7,9.9,53
6,4,14,19.8,11.1,57
6,4,15,18.3,11.1,63
6,4,16,19.4,10,54
6,4,17,13.8,12.7,93
6,4,18,16.6,11.6,72
6,4,19,16.6,11.6,72
6,4,20,15,12.7,86
6,4,21,14.2,12.7,91
6,4,22,13.8,12.7,93
6,4,23,12.7,12.2,97
6,4,24,12.3,12,98
6,5,1,11.6,11.2,97
6,5,2,11.2,10.7,97
6,5,3,10.9,10.4,97
6,5,4,10.7,10,95
6,5,5,10,9.4,96
6,5,6,11.1,10,93
6,5,7,13.3,10,80
6,5,8,13.8,10,78
6,5,9,16.1,10,67
6,5,10,17.2,11.1,67
6,5,11,17.2,11.6,70
6,5,12,17.7,11.6,67
6,5,13,17.2,7.7,54
6,5,14,18.8,10.5,58
6,5,15,20,11.1,57
6,5,16,21.1,13.3,61
6,5,17,21.1,10.5,51
6,5,18,20.5,10.2,52
6,5,19,19.4,10,54
6,5,20,18.8,10.5,58
6,5,21,17.7,11.1,65
6,5,22,16.4,12,75
6,5,23,15.5,12.7,83
6,5,24,15.5,12.9,84
6,6,1,15.2,12.5,84
6,6,2,15.1,12.3,83
6,6,3,15.1,12.5,84
6,6,4,15.3,12.5,83
6,6,5,15,12.2,83
6,6,6,15.5,12.2,81
6,6,7,16.6,12.2,75
6,6,8,16.6,12.7,78
6,6,9,15,13.8,93
6,6,10,14.4,14.4,100
6,6,11,15.5,15,97
6,6,12,16.1,15.5,96
6,6,13,17.2,16.1,93
6,6,14,17.7,16.6,93
6,6,15,18.3,17.2,93
6,6,16,18.8,17.7,93
6,6,17,19.4,18.3,93
6,6,18,20,18.8,93
6,6,19,20.3,18.7,91
6,6,20,20,18.8,93
6,6,21,19.4,18.8,96
6,6,22,19.4,18.8,96
6,6,23,19.4,18.8,96
6,6,24,19.3,19,98
6,7,1,18.9,18.6,98
6,7,2,18.7,18.4,98
6,7,3,18.6,18.6,100
6,7,4,18.7,18.6,99
6,7,5,18.3,18.3,100
6,7,6,18.3,18.3,100
6,7,7,18.3,18.3,100
6,7,8,18.8,18.3,97
6,7,9,18.8,18.8,100
6,7,10,18.8,18.8,100
6,7,11,19.4,18.8,96
6,7,12,20.6,18.9,90
6,7,13,21.7,19.1,85
6,7,14,22.5,19.2,82
6,7,15,23.3,19.4,79
6,7,16,25,20.5,76
6,7,17,21.6,17.2,76
6,7,18,22.7,18.3,76
6,7,19,22,18,78
6,7,20,20.8,17.9,83
6,7,21,19.4,17.7,90
6,7,22,17.7,17.7,100
6,7,23,17.2,17.2,100
6,7,24,17,17,100
6,8,1,16.5,16.4,99
6,8,2,16.2,16,99
6,8,3,16,15.8,99
6,8,4,16,15.5,97
6,8,5,15.5,15,97
6,8,6,15,14.4,96
6,8,7,15.5,15,97
6,8,8,16.6,15,90
6,8,9,17.7,15.5,87
6,8,10,19.4,15.5,78
6,8,11,19.4,15.5,78
6,8,12,21.6,14.4,64
6,8,13,23.8,15.5,60
6,8,14,24.4,15.5,58
6,8,15,26.1,15,50
6,8,16,24.4,16.1,60
6,8,17,23.3,16.6,66
6,8,18,21.6,17.7,78
6,8,19,19.4,17.2,87
6,8,20,18.8,17.2,90
6,8,21,18.3,17.2,93
6,8,22,17.7,16.6,93
6,8,23,18.3,16.6,90
6,8,24,18.1,16.9,93
6,9,1,17.6,16.6,94
6,9,2,17.3,16.5,95
6,9,3,17.1,16.7,97
6,9,4,17.1,16.8,98
6,9,5,16.6,16.6,100
6,9,6,16,16,100
6,9,7,16.6,16.6,100
6,9,8,16.6,16.6,100
6,9,9,16.8,16.7,99
6,9,10,16.6,16.6,100
6,9,11,16.6,16.6,100
6,9,12,16.6,16.6,100
6,9,13,16.6,16.6,100
6,9,14,16.6,16.6,100
6,9,15,16.6,16.6,100
6,9,16,18.1,17,93
6,9,17,19.3,17.3,88
6,9,18,20.2,17.7,86
6,9,19,21,18.1,84
6,9,20,21.1,18.8,87
6,9,21,20,18.8,93
6,9,22,20.5,19.4,93
6,9,23,20.5,19.4,93
6,9,24,20.1,19.4,96
6,10,1,19.4,18.8,96
6,10,2,19,18.4,96
6,10,3,18.6,18.4,99
6,10,4,18.4,18.2,99
6,10,5,17.7,17.7,100
6,10,6,18.3,17.7,96
6,10,7,18.8,18.3,97
6,10,8,21.1,18.3,84
6,10,9,22.2,18.8,81
6,10,10,22.7,17.7,73
6,10,11,23.8,17.2,67
6,10,12,25.2,16.9,60
6,10,13,26.6,16.6,54
6,10,14,26.6,15.5,51
6,10,15,27.1,15,48
6,10,16,27.2,14.4,45
6,10,17,25,16.1,58
6,10,18,23.8,17.2,67
6,10,19,23.8,16.6,64
6,10,20,22.5,16.7,70
6,10,21,21.1,16.6,75
6,10,22,20,16.6,81
6,10,23,19.4,16.1,81
6,10,24,19.2,16.5,84
6,11,1,18.7,16.4,86
6,11,2,18.4,16.5,89
6,11,3,18.2,16.9,92
6,11,4,18.2,17.2,94
6,11,5,17.7,17.2,97
6,11,6,17.7,16.6,93
6,11,7,17.7,15.5,87
6,11,8,20.5,16.6,78
6,11,9,22.7,16.6,68
6,11,10,23.3,17.2,69
6,11,11,22.2,17.2,73
6,11,12,23.3,17.7,71
6,11,13,23.8,16.6,64
6,11,14,25.5,16.1,56
6,11,15,24.4,16.1,60
6,11,16,24.4,16.1,60
6,11,17,23.3,15,60
6,11,18,21.6,16.6,73
6,11,19,21.1,17.7,81
6,11,20,20.5,16.6,78
6,11,21,19.4,16.6,84
6,11,22,19.4,16.1,81
6,11,23,18.8,16.1,84
6,11,24,18.7,16.5,87
6,12,1,18.3,16.4,89
6,12,2,18.1,16.5,90
6,12,3,18,16.9,93
6,12,4,18.1,17.2,94
6,12,5,17.7,17.2,97
6,12,6,17.2,17.2,100
6,12,7,19.4,17.7,90
6,12,8,19.4,17.7,90
6,12,9,20.5,17.7,84
6,12,10,21.1,17.2,78
6,12,11,19.4,17.7,90
6,12,12,18.8,17.7,93
6,12,13,20.9,17.7,82
6,12,14,22.7,17.7,73
6,12,15,23.7,17.2,67
6,12,16,24.4,16.6,62
6,12,17,25.5,16.1,56
6,12,18,22.7,17.2,71
6,12,19,22.2,17.2,73
6,12,20,21.1,17.2,78
6,12,21,20.4,16.9,80
6,12,22,20,16.6,81
6,12,23,19.4,17.2,87
6,12,24,19.1,17.3,89
6,13,1,18.5,16.8,90
6,13,2,18.2,16.5,90
6,13,3,17.9,16.6,92
6,13,4,17.8,16.5,92
6,13,5,17.2,16.1,93
6,13,6,17.2,16.6,96
6,13,7,20,16.6,81
6,13,8,19.4,17.2,87
6,13,9,20.5,17.2,81
6,13,10,24.4,17.7,66
6,13,11,26,18.1,62
6,13,12,27.2,18.5,59
6,13,13,28.3,18.8,56
6,13,14,29.2,19,54
6,13,15,30,19.4,53
6,13,16,30,19.4,53
6,13,17,30,18.8,51
6,13,18,29.4,18.3,51
6,13,19,28.8,18.2,53
6,13,20,27.7,18.3,57
6,13,21,25.5,17.2,60
6,13,22,23.3,16.6,66
6,13,23,21.1,17.2,78
6,13,24,20.7,17.4,81
6,14,1,20,17,83
6,14,2,19.6,16.8,84
6,14,3,19.2,16.9,87
6,14,4,19,16.9,88
6,14,5,18.3,16.6,90
6,14,6,18.8,17.2,90
6,14,7,21.1,18.3,84
6,14,8,22.7,18.3,76
6,14,9,25,18.3,66
6,14,10,26.6,18.3,60
6,14,11,27.2,17.7,56
6,14,12,28.3,17.2,51
6,14,13,28.7,17.2,50
6,14,14,28.8,17.2,50
6,14,15,30.5,16.1,42
6,14,16,30.1,16.7,45
6,14,17,29.4,17.2,48
6,14,18,28.8,17.7,51
6,14,19,27.7,17.1,52
6,14,20,26.1,16.6,56
6,14,21,23.3,17.2,69
6,14,22,21.1,17.7,81
6,14,23,19.4,17.7,90
6,14,24,18.9,17.6,92
6,15,1,18.1,16.9,93
6,15,2,17.6,16.5,93
6,15,3,17.2,16.3,94
6,15,4,16.9,16,94
6,15,5,16.1,15.5,96
6,15,6,16.3,16.3,100
6,15,7,17.7,17.7,100
6,15,8,19.4,18.3,93
6,15,9,23.3,15.5,62
6,15,10,25.3,14.3,51
6,15,11,27.2,13.3,42
6,15,12,28.8,11.6,34
6,15,13,29.6,11.4,32
6,15,14,30,11.1,31
6,15,15,29.4,12.2,35
6,15,16,29.4,11.1,32
6,15,17,28.8,11.2,34
6,15,18,27.7,11.3,36
6,15,19,26.6,11.6,39
6,15,20,23.8,15,58
6,15,21,22.2,15.5,66
6,15,22,19.8,15.6,77
6,15,23,17.7,15.5,87
6,15,24,17.2,15.4,89
6,16,1,16.4,14.7,90
6,16,2,15.9,14.3,90
6,16,3,15.5,14.1,91
6,16,4,15.2,13.8,91
6,16,5,14.4,13.3,93
6,16,6,15.4,14.2,93
6,16,7,17.7,15.5,87
6,16,8,20.5,15.5,73
6,16,9,23.3,15.5,62
6,16,10,25.5,16.1,56
6,16,11,27.2,15,47
6,16,12,27.8,15.2,46
6,16,13,28.5,15.4,45
6,16,14,28.8,15.5,44
6,16,15,28.8,15,43
6,16,16,28.8,15.5,44
6,16,17,28.3,16.1,48
6,16,18,27.2,16.6,52
6,16,19,26.1,15.5,52
